city_id,City,Longitude,Latitude,Region_10,Region_10_id,validation_region,Region_13,Country
390,Shiraz,52.57,29.63,MiddleEast,7,None,MiddleEastNorthAfrica,Iran
407,Tabriz,46.3,38.09,MiddleEast,7,None,MiddleEastNorthAfrica,Iran
417,Tehran,51.42,35.67,MiddleEast,7,None,MiddleEastNorthAfrica,Iran
418,TelAvivYafo,34.77,32.08,MiddleEast,7,None,MiddleEastNorthAfrica,Israel
24,Atlanta,-84.4,33.83,NorthAmerica,8,USA,NorthAmerica,USA
27,Austin,-97.74,30.27,NorthAmerica,8,USA,NorthAmerica,USA
30,Baltimore,-76.62,39.3,NorthAmerica,8,USA,NorthAmerica,USA
54,BirminghamAL,-86.82,33.53,NorthAmerica,8,USA,NorthAmerica,USA
56,Boston,-71.07,42.33,NorthAmerica,8,USA,NorthAmerica,USA
59,Bridgeport,-73.2,41.18,NorthAmerica,8,USA,NorthAmerica,USA
66,Buffalo,-78.88,42.88,NorthAmerica,8,USA,NorthAmerica,USA
70,Calgary,-114.08,51.08,NorthAmerica,8,None,NorthAmerica,Canada
85,Chicago,-87.75,41.83,NorthAmerica,8,USA,NorthAmerica,USA
90,Cincinnati,-84.46,39.16,NorthAmerica,8,USA,NorthAmerica,USA
92,Cleveland,-81.69,41.47,NorthAmerica,8,USA,NorthAmerica,USA
95,Columbus,-82.99,39.98,NorthAmerica,8,USA,NorthAmerica,USA
102,Dallas,-96.84,32.82,NorthAmerica,8,USA,NorthAmerica,USA
109,Denver,-104.98,39.74,NorthAmerica,8,USA,NorthAmerica,USA
110,Detroit,-83.08,42.33,NorthAmerica,8,USA,NorthAmerica,USA
123,Edmonton,-113.5,53.55,NorthAmerica,8,None,NorthAmerica,Canada
131,FortLauderdale,-80.14,26.14,NorthAmerica,8,USA,NorthAmerica,USA
134,FtWorth,-97.34,32.74,NorthAmerica,8,USA,NorthAmerica,USA
172,Houston,-95.34,29.82,NorthAmerica,8,USA,NorthAmerica,USA
182,Indianapolis,-86.17,39.75,NorthAmerica,8,USA,NorthAmerica,USA
184,Irvine,-117.83,33.68,NorthAmerica,8,USA,NorthAmerica,USA
204,KansasCity,-94.6,39.11,NorthAmerica,8,USA,NorthAmerica,USA
226,LasVegas,-115.22,36.21,NorthAmerica,8,USA,NorthAmerica,USA
236,LongBeach,-118.16,33.79,NorthAmerica,8,USA,NorthAmerica,USA
237,LosAngeles,-118.18,33.99,NorthAmerica,8,USA,NorthAmerica,USA
269,Memphis,-90,35.12,NorthAmerica,8,USA,NorthAmerica,USA
270,Mesa,-111.74,33.42,NorthAmerica,8,USA,NorthAmerica,USA
272,Miami,-80.22,25.79,NorthAmerica,8,USA,NorthAmerica,USA
275,Milwaukee,-87.92,43.05,NorthAmerica,8,USA,NorthAmerica,USA
276,Minneapolis,-93.25,44.98,NorthAmerica,8,USA,NorthAmerica,USA
282,Montreal,-73.58,45.5,NorthAmerica,8,None,NorthAmerica,Canada
302,NewYork,-73.98,40.75,NorthAmerica,8,USA,NorthAmerica,USA
308,Norfolk,-76.28,36.85,NorthAmerica,8,USA,NorthAmerica,USA
310,Oakland,-122.22,37.77,NorthAmerica,8,USA,NorthAmerica,USA
313,Orlando,-81.38,28.51,NorthAmerica,8,USA,NorthAmerica,USA
315,Ottawa,-75.7,45.42,NorthAmerica,8,None,NorthAmerica,Canada
323,Philadelphia,-75.17,40,NorthAmerica,8,USA,NorthAmerica,USA
325,Phoenix,-112.07,33.54,NorthAmerica,8,USA,NorthAmerica,USA
326,Pittsburgh,-80,40.43,NorthAmerica,8,USA,NorthAmerica,USA
330,Portland,-122.68,45.52,NorthAmerica,8,USA,NorthAmerica,USA
335,Providence,-71.41,41.82,NorthAmerica,8,USA,NorthAmerica,USA
346,Raleigh,-78.64,35.82,NorthAmerica,8,USA,NorthAmerica,USA
356,Sacramento,-121.47,38.58,NorthAmerica,8,USA,NorthAmerica,USA
359,SanAntonio,-98.51,29.49,NorthAmerica,8,USA,NorthAmerica,USA
360,SanBernardino,-117.3,34.12,NorthAmerica,8,USA,NorthAmerica,USA
361,SanDiego,-117.18,32.82,NorthAmerica,8,USA,NorthAmerica,USA
362,SanFrancisco,-122.46,37.74,NorthAmerica,8,USA,NorthAmerica,USA
364,SanJoseUSA,-121.85,37.3,NorthAmerica,8,USA,NorthAmerica,USA
376,Seattle,-122.34,47.57,NorthAmerica,8,USA,NorthAmerica,USA
396,StLouis,-90.24,38.64,NorthAmerica,8,USA,NorthAmerica,USA
413,Tampa,-82.46,27.95,NorthAmerica,8,USA,NorthAmerica,USA
425,Toronto,-79.42,43.7,NorthAmerica,8,None,NorthAmerica,Canada
436,Vancouver,-123.12,49.27,NorthAmerica,8,None,NorthAmerica,Canada
440,VirginiaBeach,-75.98,36.85,NorthAmerica,8,USA,NorthAmerica,USA
446,WashingtonDC,-77.01,38.9,NorthAmerica,8,USA,NorthAmerica,USA
449,WestPalmBeach,-80.12,26.75,NorthAmerica,8,USA,NorthAmerica,USA
8,Adelaide,138.6,-34.93,Oceania,9,None,Oceania,Australia
25,Auckland,174.76,-36.85,Oceania,9,None,Oceania,NewZealand
60,Brisbane,153.04,-27.46,Oceania,9,None,Oceania,Australia
268,Melbourne,144.98,-37.82,Oceania,9,None,Oceania,Australia
303,Newcastle,151.82,-32.85,Oceania,9,None,Oceania,Australia
321,Perth,115.84,-31.96,Oceania,9,None,Oceania,Australia
406,Sydney,151.19,-33.92,Oceania,9,None,Oceania,Australia
1,Abbottabad,73.2,34.15,RestAsia,10,None,SouthAsia,Pakistan
6,Adana,35.32,36.99,RestAsia,10,None,CentralAsia,Turkey
14,Almaty,76.92,43.32,RestAsia,10,None,CentralAsia,Kazakjhstan
18,Ankara,32.86,39.93,RestAsia,10,None,CentralAsia,Turkey
29,Baku,49.86,40.4,RestAsia,10,None,CentralAsia,Azerbaijan
67,Bursa,29.07,40.2,RestAsia,10,None,CentralAsia,Turkey
111,Dhaka,90.41,23.72,RestAsia,10,None,SouthAsia,Bangladesh
121,Dushanbe,68.77,38.56,RestAsia,10,None,CentralAsia,Tajikistan
126,Faisalabad,73.11,31.41,RestAsia,10,None,SouthAsia,Pakistan
139,Gaziantep,37.38,37.07,RestAsia,10,None,CentralAsia,Turkey
150,Gujranwala,74.19,32.16,RestAsia,10,None,SouthAsia,Pakistan
178,HyderabadPakistan,68.37,25.38,RestAsia,10,None,SouthAsia,Pakistan
186,Istanbul,29.01,41.1,RestAsia,10,None,CentralAsia,Turkey
187,Izmir,27.15,38.44,RestAsia,10,None,CentralAsia,Turkey
206,Karachi,66.99,24.87,RestAsia,10,None,SouthAsia,Pakistan
224,Lahore,74.35,31.56,RestAsia,10,None,SouthAsia,Pakistan
286,Multan,71.46,30.2,RestAsia,10,None,SouthAsia,Pakistan
322,Peshawar,71.54,34.01,RestAsia,10,None,SouthAsia,Pakistan
349,Rawalpindi,73.04,33.6,RestAsia,10,None,SouthAsia,Pakistan
415,Tashkent,69.29,41.31,RestAsia,10,None,CentralAsia,Uzbekistan
416,Tbilisi,44.79,41.73,RestAsia,10,None,CentralAsia,Georgia
464,Yerevan,44.51,40.18,RestAsia,10,None,CentralAsia,Armenia
